交易所简码,股票代码,实际控制人,实际控制人控股比例
SZ,003001,王立建,27.01
SZ,003002,秦跃中,30.6
SZ,003003,"罗素玲,周孝伟",40.13
SZ,003004,"谭政,聂蓉,谭天",20.6
SZ,003005,"江源东,钱瑞",55.1
SZ,003006,冯永林,
SZ,003007,"金建林,袁隽,王飞雪",61.42
SZ,003008,,
SZ,003009,中国航天科技集团有限公司,
SZ,003010,"王文慧,王玉",32.1
SZ,003011,"王淑芬,王周林",27.08
SZ,003012,"何新明,何颖",
SZ,003013,广州市人民政府国有资产监督管理委员会,
SZ,003015,"陈超,陈晓俐",26.3
SZ,003016,"孙马宝玉,卓建荣,孙瑞鸿,孙孟慧",
SZ,003017,"陈旭君,陈阳贵",9.41
SZ,003018,"陈珊珊,陈金培,陈婉如",64.39
SZ,003019,CHIANG MICHAEL CHAO-JUEI,
SZ,003020,季俊虬,27.12
SZ,003021,"李海周,谢燕玲",18.2
SZ,003022,,
SZ,003023,刘荣富,0.004
SZ,003025,"李梦思,李忠明",27.01
SZ,003026,"徐伟,徐一俊",37.09
SZ,003027,"郑光明,朱庆亚",17.27
SZ,003028,"陈志杰,唐娟,陈玮钰",67.85
SZ,003029,"刘海涛,于逢良",5.16
SZ,003030,"蔡水埼,王茶英,蔡祖明",41.21
SZ,003031,中国电子科技集团有限公司,
SZ,003032,"陈琼,黎活明",39.08
SZ,003033,"金雪芝,金玉谟",
SZ,003035,国务院国有资产监督管理委员会,
SZ,003036,"陈其新,陈宥融",3.21
SZ,003037,"韦植林,韦泽林,韦润林,韦佩雯,韦洪文,李维,韦绮雯,韦婷雯,韦倩文,韦智文",
SZ,003038,唐开健,38.22
SZ,003039,佛山市顺德区国有资产监督管理局,
SZ,003040,"陈丽英,苏尔在,苏晨,毛芳样",
SZ,003041,郑期中,3.24
SZ,003042,中国供销集团有限公司,1.82
SZ,003043,"王彩男,陆巧英,王景余",55.51
SZ,003816,国务院国有资产监督管理委员会,
SZ,200011,深圳市人民政府国有资产监督管理委员会,
SZ,200012,,
SZ,200016,国务院国有资产监督管理委员会,
SZ,200017,王胜洪,
SZ,200019,深圳市人民政府国有资产监督管理委员会,
SZ,200020,李中秋,1
SZ,200025,深圳市人民政府国有资产监督管理委员会,
SZ,200026,中国航空工业集团有限公司,
SZ,200028,中国医药集团有限公司,
SZ,200029,深圳市人民政府国有资产监督管理委员会,
SZ,200030,吉林省国资委,
SZ,200037,,
SZ,200045,深圳市人民政府国有资产监督管理委员会,
SZ,200054,国务院国有资产监督管理委员会,
SZ,200055,熊建明,0.48
SZ,200056,郑康豪,0.12
SZ,200058,深圳市人民政府国有资产监督管理委员会,
SZ,200152,中国航空集团有限公司,
SZ,200413,李兆廷,
SZ,200429,广东省人民政府国有资产监督管理委员会,
SZ,200468,中国电子科技集团有限公司,
SZ,200488,寿光市国有资产监督管理办公室,
SZ,200505,北京市人民政府国有资产监督管理委员会,
SZ,200512,吴灿坤,
SZ,200521,绵阳市国有资产监督管理委员会,
SZ,200530,,
SZ,200539,广东省人民政府国有资产监督管理委员会,
SZ,200541,广东省广晟控股集团有限公司,6.1
SZ,200550,"江铃汽车集团公司,重庆长安汽车股份有限公司",
SZ,200553,国务院国有资产监督管理委员会,
SZ,200570,常州市人民政府国有资产监督管理委员会,
SZ,200581,无锡市人民政府国有资产监督管理委员会,
SZ,200596,亳州市人民政府国有资产监督管理委员会,
SZ,200625,中国兵器装备集团有限公司,14.22
SZ,200706,大连市人民政府国有资产监督管理委员会,
SZ,200725,北京电子控股有限责任公司,0.72
SZ,200726,"刘德铭,刘子斌",0.02
SZ,200761,鞍钢集团有限公司,
SZ,200771,杭州市市人民政府国有资产监督管理委员会,
SZ,200869,"国际金融公司,意迩瓦萨隆诺控股股份公司,烟台裕华投资发展有限公司,烟台国丰投资控股集团有限公司",
SZ,200992,山东省人民政府国有资产监督管理委员会,
SZ,201872,招商局集团有限公司,
SZ,300001,于德翔,1.26
SZ,300002,,
SZ,300003,蒲忠杰,12.13
SZ,300004,佛山市南海区国有资产监督管理局,
SZ,300005,李明,
SZ,300006,广西壮族自治区国有资产监督管理委员会,
SZ,300007,"任红军,钟超",20.85
SZ,300008,何旭东,
SZ,300009,"宋礼华,宋礼名",33.42
SZ,300010,,
SZ,300011,广州市人民政府,
SZ,300012,万峰,7.18
SZ,300013,,
SZ,300014,"刘金成,骆锦红",7.83
SZ,300015,陈邦,15.48
SZ,300016,王代雪,20.86
SZ,300017,,
SZ,300018,徐军红,
SZ,300019,,
SZ,300020,"刘健,王辉",0.21
SZ,300021,"仇玲,王浩宇",42.57
SZ,300022,汪辉武,
SZ,300024,中国科学院沈阳自动化研究所,25.43
SZ,300025,朱东成,
SZ,300026,成都市国有资产监督管理委员会,
SZ,300027,"王忠磊,王忠军",16.4
SZ,300029,,
SZ,300030,珠海市人民政府国有资产监督管理委员会,
SZ,300031,包志方,20.14
SZ,300032,,
SZ,300033,易峥,36.13
SZ,300034,国务院国有资产监督管理委员会,
SZ,300035,"李爱武,余新",13.74
SZ,300036,钟耳顺,10.32
SZ,300037,"邓永红,覃九三,周达文,钟美红,郑仲天,张桂文",37.64
SZ,300039,穆竟伟,16.06
SZ,300040,"李寅,赵晓红",28.44
SZ,300041,章力,1.88
SZ,300042,韶关市人民政府国有资产监督管理委员会,
SZ,300043,"陈冬琼,陈雁升",35.16
SZ,300044,周勇,10.52
SZ,300045,"高小离,熊运鸿,王琦",33.69
SZ,300046,邢雁,0.05
SZ,300047,,
SZ,300048,何享健,
SZ,300049,王冠一,11.31
SZ,300050,汪辉武,
SZ,300051,"欧阳萍,黄明良",
SZ,300052,"李瑞杰,张云霞",0.32
SZ,300053,珠海市人民政府国有资产监督管理委员会,
SZ,300054,"朱双全,朱顺全",29.25
SZ,300055,王飘扬,32.46
SZ,300056,"宋安芳,王光辉",
SZ,300057,杜成城,24.53
SZ,300058,赵文权,4.01
SZ,300059,其实,19.31
SZ,300061,盐城市人民政府,
SZ,300062,"陈添旭,CHEN MANHONG,吴昊",40.8106
SZ,300063,冯毅,22.64
SZ,300065,申万秋,11.9
SZ,300066,"李建林,李强祖",1.07
SZ,300067,"纪立军,张烈寅",39.2
SZ,300068,周庆治,
SZ,300069,韩泽帅,
SZ,300070,国务院国有资产监督管理委员会,
SZ,300071,陈永亮,0.12
SZ,300072,北京市海淀区人民政府国有资产监督管理委员会,
SZ,300073,国务院国有资产监督管理委员会,
SZ,300074,叶顺彭,
SZ,300075,吴强华,23.06
SZ,300076,开封市人民政府,
SZ,300077,,
SZ,300078,,
SZ,300079,郑海涛,14.02
SZ,300080,河南省人民政府国有资产监督管理委员会,
SZ,300081,孟宪民,15.74
SZ,300082,"董振鹏,朱建民,仲崇纲,刘兆滨",
SZ,300083,夏军,15.46
SZ,300084,苏占才,
SZ,300085,"李军,陈向军,张学君",29.76
SZ,300086,洪江游,1.71
SZ,300087,国务院国有资产监督管理委员会,
SZ,300088,安徽省投资集团控股有限公司,
SZ,300089,,
SZ,300091,南通市人民政府国有资产监督管理委员会,
SZ,300092,"林祯华,林祯荣,林祯富",41.06
SZ,300093,张栋梁,
SZ,300094,李忠,1.58
SZ,300095,聂景华,13.82
SZ,300096,张曦,16.21
SZ,300097,,
SZ,300098,刘双广,15
SZ,300099,"黄自伟,王晶华",28.1
SZ,300100,"邬建斌,邬晓静,邬维静",4.48
SZ,300101,,
SZ,300102,,
SZ,300103,"李太杰,孙建西",29.2
SZ,300105,国家能源投资集团有限责任公司,
SZ,300106,新疆生产建设兵团第八师国有资产监督管理委员会,
SZ,300107,朱守琛,39.11
SZ,300108,"卢忠奎,黄克凤",18.46
SZ,300109,"王东虎,杨海江,任大龙",13.5775
SZ,300110,西安曲江新区管理委员会,
SZ,300111,吴建龙,28.79
SZ,300112,傅宇晨,17.27
SZ,300113,华勇,31.71
SZ,300114,中国航空工业集团有限公司,0.62
SZ,300115,陈奇星,0.28
SZ,300116,高保清,0.9143
SZ,300117,田家玉,
SZ,300118,林海峰,24.82
SZ,300119,李守军,35.78
SZ,300120,,
SZ,300121,王传华,23.11
SZ,300122,蒋仁生,48.32
SZ,300123,李跃先,2.64
SZ,300124,朱兴明,2.09
SZ,300125,黄双,
SZ,300126,"吴明厅,应媛琳",30.57
SZ,300127,,
SZ,300128,江苏省泰兴高新技术产业开发区管理委员会,
SZ,300129,广州经济技术开发区管理委员会,
SZ,300130,刘祥,27.23
SZ,300131,胡庆周,12.65
SZ,300132,,
SZ,300133,"傅梅城,赵依芳",18.31
SZ,300134,孙尚传,9.57
SZ,300135,"周德洪,周秀凤",35.38
SZ,300136,彭浩,19.48
SZ,300137,张菊军,
SZ,300138,卢庆国,18.43
SZ,300139,程毅,19.25
SZ,300140,中国节能环保集团有限公司,22.97
SZ,300141,,
SZ,300142,,
SZ,300143,海尔集团公司,
SZ,300144,黄巧灵,8.88
SZ,300145,无锡市人民政府国有资产监督管理委员会,
SZ,300146,梁允超,41.79
SZ,300147,"陈淑梅,王永辉",
SZ,300148,肖志鸿,
SZ,300149,曾宪经,2.55
SZ,300150,"牛俊杰,王铁",27.6
SZ,300151,"李焕昌,王国红",40.26
SZ,300152,毛凤丽,
SZ,300153,"马恩曦,严伟立,谢松峰,戚韶群",
SZ,300154,邱光,33.76
SZ,300155,张波,29.89
SZ,300157,李丽萍,14.68
SZ,300158,李安平,0.23
SZ,300159,张扬,
SZ,300160,珠海市人民政府国有资产监督管理委员会,
SZ,300161,阎志,4.35
SZ,300162,"李漫铁,王丽珊,李琛,李跃宗",29.52
SZ,300163,卢先锋,15.55
SZ,300164,张国桉,10.36
SZ,300165,刘召贵,21.5
SZ,300166,"管连平,霍卫平",26.74
SZ,300167,,
SZ,300168,,
SZ,300169,,
SZ,300170,"陈迪清,范建震",12.1
SZ,300171,郑效东,34.31
SZ,300172,王政福,28.22
SZ,300173,佛山市人民政府国有资产监督管理委员会,
SZ,300174,"卢元健,王延安",22.41
SZ,300175,"戚永楙,王贵美",12.73
SZ,300176,唐军,1.54
SZ,300177,廖定海,18.85
SZ,300179,"方海江,付玉霞",35.77
SZ,300180,尤小平,1.28
SZ,300181,俞有强,18.52
SZ,300182,徐子泉,19.34
SZ,300183,佛山市南海区国有资产监督管理局,
SZ,300184,赵马克,11.79
SZ,300185,珠海市人民政府国有资产监督管理委员会,
SZ,300187,刘正军,
SZ,300188,国家开发投资集团有限公司,
SZ,300189,曹欧劼,17.94
SZ,300190,李月中,
SZ,300191,周锦明,41.64
SZ,300192,吴贤良,27.57
SZ,300193,潘磊,14.48
SZ,300194,汪天祥,24
SZ,300195,李莉,19.37
SZ,300196,"杨国文,杨鹏威",52.28
SZ,300197,国务院国有资产监督管理委员会,
SZ,300198,,
SZ,300199,"曾少彬,曾少贵,曾少强",27.5085
SZ,300200,熊海涛,
SZ,300201,,
SZ,300203,"王健,姚纳新",
SZ,300204,"冯宇霞,周志文",1.11
SZ,300205,"艾迪,闫春雨",
SZ,300206,,
SZ,300207,"王明旺,王威",26.54
SZ,300208,青岛市人民政府国有资产监督管理委员会,
SZ,300209,肖四清,7.6
SZ,300210,郭松森,27.41
SZ,300211,黄汪,
SZ,300212,中国华录集团有限公司,34.41
SZ,300213,"林菁,郑贵祥",13.1025
SZ,300214,,
SZ,300215,"胡德霖,胡醇",33.85
SZ,300217,"谭克,谭伟,谭荣生",34.68
SZ,300218,"陈茂祥,姚和平,杨滁光,王义峰,刘兵,李道鹏,黄万里,胡东卫",0.4084
SZ,300219,泸州市国有资产监督管理委员会,
SZ,300220,梁伟,35.85
SZ,300221,,
SZ,300222,黄明松,24.53
SZ,300223,"李杰,刘强",13.02
SZ,300224,秘波海,
SZ,300225,,
SZ,300226,郭广昌,
SZ,300227,"侯若洪,姚彩虹",15.67
SZ,300228,,
SZ,300229,李渝勤,0.03
SZ,300230,"史佩浩,王亦嘉",30.9
SZ,300231,詹立雄,23.98
SZ,300232,林洺锋,24.58
SZ,300233,"赵鸿富,赵叶青",4.37
SZ,300234,"吴剑鸣,邢翰学,邢翰科",41.22
SZ,300235,黄元忠,14.71
SZ,300236,"孙江燕,王溯,王福祥",14.53
SZ,300237,山东省潍坊市国有资产监督管理委员会,
SZ,300238,"林玲,张永明",
SZ,300239,"王爱国,徐波",
SZ,300240,"姚勤,吴有毅,沈黎明",
SZ,300241,龚伟斌,21.9
SZ,300242,"郭英成,郭英智",
SZ,300243,周仕斌,22.28
SZ,300244,陈海斌,26.23
SZ,300245,苏博,4.58
SZ,300246,"王石,燕金元",29.27
SZ,300247,"吕向阳,张长虹",
SZ,300248,杨维国,15.3
SZ,300249,"孙屹峥,张菀",26.758
SZ,300250,洪爱金,33.91
SZ,300251,王长田,
SZ,300252,黄昌华,20.82
SZ,300253,"王英,周炜",13.18
SZ,300254,,
SZ,300255,高树华,35.69
SZ,300256,"罗雪琴,应光捷",
SZ,300257,曹克坚,5.01
SZ,300258,"黄静,夏汉关",6.02
SZ,300259,"费占军,费战波",44.16
SZ,300260,"李水波,申安韵",41.77
SZ,300261,"蔡彤,王卓颖,汪新芽,毛海峰,马立凡",10.36
SZ,300262,,
SZ,300263,"李明强,李占强,李占明,李明卫",21.75
SZ,300264,陈坤江,18.63
SZ,300265,张强,
SZ,300266,宁波市奉化区财政局,
SZ,300267,帅放文,41.38
SZ,300268,联想控股股份有限公司,
SZ,300269,谭炜樑,
SZ,300270,新乡市人民政府,
SZ,300271,邵学,13.28
SZ,300272,瞿建国,33.72
SZ,300273,"郝镇熙,蔡孟珂",8.43
SZ,300274,曹仁贤,30.37
SZ,300275,马焰,15.59
SZ,300276,朱汉平,19.2
SZ,300277,杭州市人民政府,
SZ,300278,,
SZ,300279,,
SZ,300280,"姚海燕,郑岚",
SZ,300281,广州市人民政府,
SZ,300282,戴德斌,
SZ,300283,"陈晓,林萍",42.24
SZ,300284,广州市人民政府国有资产监督管理委员会,
SZ,300285,张曦,21.2
SZ,300286,周中,18.26
SZ,300287,"杨振华,王守言,陈洪顺,曹忻军",10.97
SZ,300288,王伟,32.1
SZ,300289,广州经济技术开发区管理委员会,
SZ,300290,河南省财政厅,
SZ,300291,何剑锋,4.4
SZ,300292,万卫方,21.63
SZ,300293,郭洪生,17.17
SZ,300294,中国华润有限公司,
SZ,300295,,
SZ,300296,李军,22.73
SZ,300297,"柯宗贵,柯宗庆",13.19
SZ,300298,李少波,25.29
SZ,300299,缪品章,7.64
SZ,300300,平潭综合实验区国有资产管理局,
SZ,300301,王敏,
SZ,300302,,
SZ,300303,"李晓丹,邢美正",18.73
SZ,300304,付红玲,0.38
SZ,300305,王建新,23.62
SZ,300306,"孟欣,潘建根",35.66
SZ,300307,孙平范,1.5
SZ,300308,王伟修,6.5
SZ,300310,"史亚洲,钟飞鹏,童文伟",20.98
SZ,300311,景晓军,26.65
SZ,300313,解直锟,
SZ,300314,"陈云勤,陈再慰,陈再宏",66.06
SZ,300315,,
SZ,300316,"曹建伟,邱敏秀",5.64
SZ,300317,阜阳市颍泉区人民政府国有资产监督管理委员会,
SZ,300318,"杜江涛,郝虹",51.62
SZ,300319,深圳市特发集团有限公司,8.33
SZ,300320,钱振宇,11.69
SZ,300321,潍坊市政府投融资管理中心,
SZ,300322,朱坤华,2.78
SZ,300323,珠海市人民政府国有资产监督管理委员会,
SZ,300324,陈江涛,9.81
SZ,300326,,
SZ,300327,傅启明,
SZ,300328,株洲市人民政府国有资产监督管理委员会,
SZ,300329,"陈朝峰,金海芬,陈海伦",
SZ,300331,陈林森,18.35
SZ,300332,陈作涛,5.03
SZ,300333,魏恺言,0.48
SZ,300334,,
SZ,300335,"常厚春,马革,李祖芹",24.4
SZ,300336,张赛美,
SZ,300337,"沈健生,沈于蓝",24.35
SZ,300338,蔡志华,1.18
SZ,300339,周红卫,3.38
SZ,300340,万国江,14.33
SZ,300341,北京经济技术开发区管理委员会,
SZ,300342,佛山市南海区国有资产监督管理局,
SZ,300343,李洪国,11.38
SZ,300344,古钰瑭,
SZ,300345,欧阳少红,22.85
SZ,300346,,
SZ,300347,"曹晓春,叶小平",26.24
SZ,300348,王长春,14.07
SZ,300349,杨斌,14.62
SZ,300350,张京豫,15.7
SZ,300351,"范纪军,汪敏华,卢素珍,娄爱芹,范正军,范永贵",43.42
SZ,300352,林皓,20.19
SZ,300353,李平,20.55
SZ,300354,刘士钢,48.99
SZ,300355,王召明,16.78
SZ,300356,龙昌明,1.5
SZ,300357,"YANNI CHEN(陈燕霓),胡赓熙",8.35
SZ,300358,唐岳,0.59
SZ,300359,,
SZ,300360,丁敏华,12.16
SZ,300363,"居年丰,张和兵,陶荣",26.56
SZ,300364,童之磊,11.95
SZ,300365,"罗新伟,江春华,陈显龙,方文",36.53
SZ,300366,陆文斌,16.07
SZ,300368,邯郸市人民政府国有资产监督管理委员会,
SZ,300369,,
SZ,300370,宜宾市叙州区国有资产监督管理和金融工作局,
SZ,300371,张力新,37.95
SZ,300373,梁勤,
SZ,300374,国务院国有资产监督管理委员会,
SZ,300375,王志方,40.14
SZ,300376,,
SZ,300377,"唐球,鄢建红",17.43
SZ,300378,,
SZ,300379,黄永军,7.86
SZ,300380,"高鸣,高勇",14.16
SZ,300381,陈少美,
SZ,300382,安旭,
SZ,300383,耿殿根,
SZ,300384,刘迪,40.35
SZ,300385,常州市新北区人民政府,
SZ,300386,黄煜,30.31
SZ,300387,王仁宗,
SZ,300388,国务院国有资产监督管理委员会,
SZ,300389,丁彦辉,34.31
SZ,300390,"裴振华,容建芬",31.74
SZ,300391,"宁新江,吴敏文",
SZ,300392,徐炜,25.64
SZ,300393,浙江省人民政府国有资产监督管理委员会,
SZ,300394,"欧洋,邹支农,邹咏航,邹欣航",
SZ,300395,"邓家贵,吴学民",13.89
SZ,300396,中国华润有限公司,
SZ,300397,贺增林,25.11
SZ,300398,ZHANG JINSHAN,
SZ,300399,上饶市国有资产监督管理委员会,
SZ,300400,吴限,32.86
SZ,300401,邵钦祥,
SZ,300402,陕西有色金属控股集团有限责任公司,
SZ,300403,"梁颖光,石华山",38.25
SZ,300404,王廷春,29
SZ,300405,姜艳,29.58
SZ,300406,,
SZ,300407,孔祥洲,16.92
SZ,300408,张万镇,2.8
SZ,300409,荣继华,21.21
SZ,300410,景德镇市国有资产监督管理委员会,
SZ,300411,,
SZ,300412,方亨志,9.02
SZ,300413,湖南省国有文化资产监督管理委员会,
SZ,300414,王雪颖,5.69
SZ,300415,"陈立尧,甄荣辉,梁敬华",3.72
SZ,300416,钟琼华,0.37
SZ,300417,"杨伟光,杨耀光",18.5
SZ,300418,周亚辉,12.19
SZ,300419,王广宇,
SZ,300420,"蔡敏,侯友夫",19.74
SZ,300421,施祥贵,22.47
SZ,300422,广州市人民政府,
SZ,300423,纪法清,21.42
SZ,300424,余厚蜀,
SZ,300425,中国建筑集团有限公司,
SZ,300426,浙江广播电视集团,
SZ,300427,"杨保田,杨成",24
SZ,300428,"陈庆会,臧永奕,臧永兴,臧永建,臧永和,臧亚坤,臧娜,臧立中,臧立国,臧立根,臧洁爱欣,刘霞",32.45
SZ,300429,"管军,钱晓春",31.36
SZ,300430,"梁凯,梁学贤",10.47
SZ,300432,安治富,10.92
SZ,300433,"郑俊龙,周群飞",0.07
SZ,300434,,
SZ,300435,"章有春,章有虎",5.62
SZ,300436,"叶理青,李国栋,李国平",19.38
SZ,300437,王志清,36.77
SZ,300438,夏信德,28.6468
SZ,300439,邹炳德,28.43
SZ,300440,何鸿云,
SZ,300441,陈金岳,1.36
SZ,300442,"李笠,周超男,张娴",
SZ,300443,伊廷雷,39.22
SZ,300444,赵志宏,11.71
SZ,300445,"何欣,姜维利",31.06
SZ,300446,中国航天科技集团有限公司,
SZ,300447,陈祥楼,47.32
SZ,300448,茅庆江,29.05
SZ,300449,,
SZ,300450,王燕清,
SZ,300451,葛航,14.23
SZ,300452,尹正龙,26.89
SZ,300453,"雷凤莲,彭义兴",29.83
SZ,300454,"冯毅,熊武,何朝曦",45.8
SZ,300455,中国航天科技集团有限公司,
SZ,300456,杨云春,25.0962
SZ,300457,上海市国有资产监督管理委员会,
SZ,300458,,
SZ,300459,朱志刚,8.91
SZ,300460,赵积清,5.35
SZ,300461,肖永富,
SZ,300462,张亮,28.37
SZ,300463,"唐勇,王登明,刘启林",23.95
SZ,300464,"蔡耿锡,谢晓华",
SZ,300465,于伟,
SZ,300466,洛阳市人民政府国有资产监督管理委员会,
SZ,300467,,
SZ,300468,周志群,
SZ,300469,交通运输通信信息集团有限公司,
SZ,300470,四川省机械研究设计院(集团)有限公司,
SZ,300471,王季文,12.96
SZ,300472,"姜承法,朱业胜,曾维斌",12.76
SZ,300473,李毅,0.37
SZ,300474,"喻丽丽,曾万辉",33.38
SZ,300475,张维,
SZ,300476,陈涛,
SZ,300477,刘泽刚,11.86
SZ,300478,胡敏,
SZ,300479,济南市人民政府国有资产监督管理委员会,
SZ,300480,赵彤宇,36.13
SZ,300481,"王中锋,杨瑞娜",0.49
SZ,300482,"李文美,王继华",33.17
SZ,300483,"赣州海德投资合伙企业(有限合伙),吴汝德,吴君美,吴君亮,吴海林,吴海江",17.61
SZ,300484,邱文渊,11.6
SZ,300485,马骉,49.51
SZ,300486,淄博市财政局,
SZ,300487,"高月静,寇晓康",37.64
SZ,300488,恒锋控股有限公司,49.43
SZ,300489,朱世会,
SZ,300490,黄文宝,0.8272
SZ,300491,"贾彤颖,马晓峰",29.19
SZ,300492,易定宏,
SZ,300493,"葛琼,郎晓刚",
SZ,300494,赖春临,24.5
SZ,300495,王迎燕,28.5
SZ,300496,赵鸿飞,26.74
SZ,300497,包建华,20.88
SZ,300498,"陈健兴,伍翠珍,温子荣,温志芬,温小琼,温鹏程,温均生,孙芬,刘容娇,梁焕珍,古金英",13.83
SZ,300499,,
SZ,300500,,
SZ,300501,"林武辉,朱秀梅",46.63
SZ,300502,"黄晓雷,高光荣",15.5
SZ,300503,汤秀清,28.34
SZ,300504,"李俊画,李世宏,李俊霞",26.91
SZ,300505,刘甍,32.21
SZ,300506,程宗玉,20.67
SZ,300507,李宏庆,36.78
SZ,300508,"汤同奎,郑之开",60.71
SZ,300509,"何德平,何云涛",53.89
SZ,300510,洛阳市老城区人民政府,
SZ,300511,"杨勇萍,张帆",21.39
SZ,300512,"史正,徐满花,史中伟",23.68
SZ,300513,"钱苏晋,张小红",13.35
SZ,300514,崔涛,22.81
SZ,300515,朱先德,
SZ,300516,国务院国有资产监督管理委员会,
SZ,300517,张海波,50.82
SZ,300518,吴成华,
SZ,300519,王岳钧,38.25
SZ,300520,董永东,5.26
SZ,300521,"李明之,朱凡,唐晖",
SZ,300522,"吕仕铭,王敏",46.18
SZ,300523,国务院国有资产监督管理委员会,
SZ,300525,陈航,17.18
SZ,300526,,
SZ,300527,中国船舶集团有限公司,
SZ,300528,江苏省人民政府,
SZ,300529,董凡,43.97
SZ,300530,衡阳市人民政府国有资产监督管理委员会,
SZ,300531,"CHEN YIHAN,LIU DAN,GUO SONG",2.16
SZ,300532,邵健伟,35.47
SZ,300533,刘和国,40.18
SZ,300534,甘肃省人民政府国有资产监督管理委员会,
SZ,300535,"栗工,严建林",36.04
SZ,300536,吴亮,22.17
SZ,300537,李有明,38
SZ,300538,"华青翠,邵羽南",41.33
SZ,300539,"胡志军,黄秀珠",59.75
SZ,300540,四川省政府国有资产监督管理委员会,
SZ,300541,,
SZ,300542,,
SZ,300543,"陈静,刘孝朋,刘晓昕,刘沛然",32.87
SZ,300545,聂泉,49.28
SZ,300546,"高晶,郑嵩",36.9
SZ,300547,"文建树,文琦超",19.53
SZ,300548,长飞光纤光缆股份有限公司,12.73
SZ,300549,曾正雄,32.28
SZ,300550,"杨波,杨一兵",
SZ,300551,陈崇军,26.21
SZ,300552,翟军,46.52
SZ,300553,楼荣伟,32.64
SZ,300554,邹余耀,40.79
SZ,300555,林竹,
SZ,300556,李萌迪,16.68
SZ,300557,中国信息通信科技集团有限公司,6.59
SZ,300558,丁列明,0.19
SZ,300559,"寇健,袁斌",29.43
SZ,300560,陈融洁,25.03
SZ,300561,陈喆,35.37
SZ,300562,潘伟潮,33.57
SZ,300563,"汤晓楠,汤建康,任凤娟",40.35
SZ,300564,"徐江,徐先林",29.01
SZ,300565,陈登志,12.63
SZ,300566,张彦,17.75
SZ,300567,彭骞,25.21
SZ,300568,陈秀峰,13.27
SZ,300569,珠海市人民政府国有资产监督管理委员会,
SZ,300570,"肖湘杰,蔡乐,张艺明,郑余滨,张映华,张致民,蔡波",24.0071
SZ,300571,"郭庆,张晖",22.8
SZ,300572,贺宪宁,25.72
SZ,300573,刘继东,28.59
SZ,300575,"吴耀军,张骥",34.59
SZ,300576,"黄勇,杨遇春,刘启升,林海望",47.86
SZ,300577,范劲松,52.01
SZ,300578,黄元元,15.23
SZ,300579,北京市国有资产经营有限责任公司,26.24
SZ,300580,曹余华,5.82
SZ,300581,吴坚,
SZ,300582,Guichao Hua,33.81
SZ,300583,米超杰,20.62
SZ,300584,"曹于平,姜晓群",52.06
SZ,300585,钱明飞,
SZ,300586,黄伟汕,33.14
SZ,300587,"王美雨,许孔斌,许吉锭",23.03
SZ,300588,"何开文,岳亚梅",32.55
SZ,300589,"夏刚,晏志清",38.39
SZ,300590,廖荣华,31.189
SZ,300591,"林彩虹,林大洲,林大耀,林大权",27.08
SZ,300592,周新华,4.85
SZ,300593,王彬,19.51
SZ,300594,"李敬恩,马筠,李敬茂",
SZ,300595,陶悦群,33.4
SZ,300596,李海平,
SZ,300597,吉林大学,
SZ,300598,"刘荷艺,王继平",
SZ,300599,黄淦雄,15.07
SZ,300600,浙江省人民政府国有资产监督管理委员会,
SZ,300601,杜伟民,25.5
SZ,300602,马飞,41.46
SZ,300603,王刚,22.39
SZ,300604,赵轶,23.29
SZ,300605,"欧霖杰,魏晓曦",39.9
SZ,300606,"ZHEN YANG(杨稹),杨璐,QING YANG(杨勍),XIUYING HU(胡秀英)",37.3527
SZ,300607,吴丰礼,34
SZ,300608,吴飞舟,22.86
SZ,300609,张宏俊,21.64
SZ,300610,于子洲,24.07
SZ,300611,章碧鸿,35.35
SZ,300612,"万丽莉,张秀兵",1.04
SZ,300613,杨小奇,7.58
SZ,300614,"陈功海,李娜",3.71
SZ,300615,石伟平,28.96
SZ,300616,"李连柱,周淑毅",32.3
SZ,300617,"陈晓凌,陈晓晖,陈晓鸣",46.77
SZ,300618,"梁建坤,梁杰",29.29
SZ,300619,张启发,24.4
SZ,300620,珠海市人民政府国有资产监督管理委员会,
SZ,300621,珠海市人民政府国有资产监督管理委员会,
SZ,300622,"ALEXANDER LIU,LOUISA FAN",42.67
SZ,300623,"黄健,李燕,黄善兵",7.94
SZ,300624,吴太兵,17.8
SZ,300625,,
SZ,300626,梧州市人民政府国有资产监督管理委员会,
SZ,300627,赵延平,20.43
SZ,300628,"陈智松,周继伟,吴仲毅,卢荣富",52.23
SZ,300629,"雷炳秀,王婧,王刚",22.97
SZ,300630,"范敏华,朱小平",41.04
SZ,300631,薛加玉,
SZ,300632,"林瑞梅,林文坤",39.38
SZ,300633,"陈志强,吴坤祥",44.74
SZ,300634,"杨良志,曾之俊",4.86
SZ,300635,济南市历城区财政局,
SZ,300636,"梁忠诚,庞正伟",19.95
SZ,300637,"樊彬,杨美意,樊培仁",
SZ,300638,张天瑜,37.15
SZ,300639,"管乔中,王建瑜,管子慧,管秩生",2.21
SZ,300640,吴体芳,36.31
SZ,300641,"曹正国,沈杏秀",
SZ,300642,姚见儿,19.93
SZ,300643,张健儿,
SZ,300644,"刘曙阳,严渝荫,吴劲松,刘越",28.52
SZ,300645,陈坚,
SZ,300647,"杜建军,刘郁",15.46
SZ,300648,"李有财,刘作斌",26.33
SZ,300649,"李永红,童存志,高艳,葛荣,何韦,吕明华",27.17
SZ,300650,庄占龙,22.1
